time,name,price,buy_from,sell_to,buy_price,sell_price,profit,slope,hurst,er,changes,score1,score2
04-04 00:01:47,MAC-10 | Button Masher (Factory New),77.8,BUFF,HALOSKINS,77.8,87.68,9.88%,34.28%,0.05,0.98,5,99.0,98.0
